"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"ANE27349","566","Human","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/Kentucky/16/2015(H1N1))","","","","","","c"
"ANE27393","566","Human","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/Idaho/36/2015(H1N1))","","","","","","c"
"ANE27415","566","Human","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/Idaho/39/2015(H1N1))","","","","","","c"
"ANE28031","566","Human","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/Virginia/298/2015(H1N1))","","","","","","c"
"ANE28631","566","Human","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/Michigan/71/2015(H1N1))","","","","","","c"
"AMD42344","566","Swine","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/swine/Illinois/A01728214/2015(H1N1))","","","","","","c"
"ANE29064","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Virginia/299/2015(H1N1))","","","","","","c"
"ANE26764","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Utah/16/2015(H1N1))","","","","","","c"
"ANE27404","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Idaho/38/2015(H1N1))","","","","","","c"
"ANE27877","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Oregon/32/2015(H1N1))","","","","","","c"
"ANE27888","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Colorado/32/2015(H1N1))","","","","","","c"
"ANE27932","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Colorado/36/2015(H1N1))","","","","","","c"
"ANE28042","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Virginia/299/2015(H1N1))","","","","","","c"
"ANE28361","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Pennsylvania/51/2015(H1N1))","","","","","","c"
"ANE28438","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Colorado/31/2015(H1N1))","","","","","","c"
"ANE28942","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Oregon/30/2015(H1N1))","","","","","","c"
"ANM87149","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Arizona/48/2015(H1N1))","","","","","","c"
"ANE26596","566","Human","HA","H1N1","USA","N","2015/12/23","Influenza A virus (A/Wisconsin/92/2015(H1N1))","","","","","","c"
"ANE26601","566","Human","HA","H1N1","USA","N","2015/12/23","Influenza A virus (A/Wisconsin/93/2015(H1N1))","","","","","","c"
"ANE26786","566","Human","HA","H1N1","USA","N","2015/12/23","Influenza A virus (A/Nevada/42/2015(H1N1))","","","","","","c"
"ANE27591","566","Human","HA","H1N1","USA","N","2015/12/23","Influenza A virus (A/Minnesota/58/2015(H1N1))","","","","","","c"
"ANE28207","566","Human","HA","H1N1","USA","N","2015/12/23","Influenza A virus (A/Virginia/301/2015(H1N1))","","","","","","c"
"ANM90986","566","Human","HA","H1N1","USA","N","2015/12/23","Influenza A virus (A/Idaho/37/2015(H1N1))","","","","","","c"
"ANE28515","566","Human","HA","H1N1","USA","N","2015/12/24","Influenza A virus (A/Virginia/300/2015(H1N1))","","","","","","c"
"ANE27134","566","Human","HA","H1N1","USA","N","2015/12/24","Influenza A virus (A/Connecticut/10/2015(H1N1))","","","","","","c"
"ANE27899","566","Human","HA","H1N1","USA","N","2015/12/24","Influenza A virus (A/Colorado/33/2015(H1N1))","","","","","","c"
"ANE28053","566","Human","HA","H1N1","USA","N","2015/12/24","Influenza A virus (A/Virginia/300/2015(H1N1))","","","","","","c"
"ANE28953","566","Human","HA","H1N1","USA","N","2015/12/24","Influenza A virus (A/Minnesota/57/2015(H1N1))","","","","","","c"
"ANM86984","566","Human","HA","H1N1","USA","N","2015/12/24","Influenza A virus (A/Minnesota/57/2015(H1N1))","","","","","","c"
"ANE26901","566","Human","HA","H1N1","USA","N","2015/12/25","Influenza A virus (A/Michigan/75/2015(H1N1))","","","","","","c"
"ANE28251","566","Human","HA","H1N1","USA","N","2015/12/25","Influenza A virus (A/Idaho/40/2015(H1N1))","","","","","","c"
"ANE28394","566","Human","HA","H1N1","USA","N","2015/12/25","Influenza A virus (A/Washington/71/2015(H1N1))","","","","","","c"
"ANE28576","566","Human","HA","H1N1","USA","N","2015/12/25","Influenza A virus (A/North Carolina/36/2015(H1N1))","","","","","","c"
"ANE27123","566","Human","HA","H1N1","USA","N","2015/12/26","Influenza A virus (A/Utah/18/2015(H1N1))","","","","","","c"
"ANE27253","566","Human","HA","H1N1","USA","N","2015/12/26","Influenza A virus (A/California/125/2015(H1N1))","","","","","","c"
"ANE27560","566","Human","HA","H1N1","USA","N","2015/12/26","Influenza A virus (A/California/128/2015(H1N1))","","","","","","c"
"ANE27426","566","Human","HA","H1N1","USA","N","2015/12/26","Influenza A virus (A/Idaho/42/2015(H1N1))","","","","","","c"
"ANE27580","566","Human","HA","H1N1","USA","N","2015/12/26","Influenza A virus (A/Michigan/76/2015(H1N1))","","","","","","c"
"ANE27112","566","Human","HA","H1N1","USA","N","2015/12/27","Influenza A virus (A/Maryland/24/2015(H1N1))","","","","","","c"
"ANE27921","566","Human","HA","H1N1","USA","N","2015/12/27","Influenza A virus (A/Colorado/35/2015(H1N1))","","","","","","c"
"ANE28075","566","Human","HA","H1N1","USA","N","2015/12/27","Influenza A virus (A/Illinois/28/2015(H1N1))","","","","","","c"
"ANM89952","566","Human","HA","H1N1","USA","N","2015/12/27","Influenza A virus (A/New Mexico/31/2015(H1N1))","","","","","","c"
"ANM89963","566","Human","HA","H1N1","USA","N","2015/12/27","Influenza A virus (A/New Mexico/31/2015(H1N1))","","","","","","c"
"ANE27294","566","Human","HA","H1N1","USA","N","2015/12/28","Influenza A virus (A/California/120/2015(H1N1))","","","","","","c"
"ANE27866","566","Human","HA","H1N1","USA","N","2015/12/28","Influenza A virus (A/Oregon/31/2015(H1N1))","","","","","","c"
"ANE27910","566","Human","HA","H1N1","USA","N","2015/12/28","Influenza A virus (A/Colorado/34/2015(H1N1))","","","","","","c"
"ANE28460","566","Human","HA","H1N1","USA","N","2015/12/28","Influenza A virus (A/Washington/70/2015(H1N1))","","","","","","c"
"APF45821","566","Human","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/California/4910/2015(H1N1))","","","","","","c"
"AMD42376","566","Swine","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/swine/Nebraska/A01728574/2015(H1N1))","","","","","","c"
"AMD42461","566","Swine","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/swine/Arkansas/A01728634/2015(H1N1))","","","","","","c"
"ANE27305","566","Human","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/Florida/103/2015(H1N1))","","","","","","c"
"ANE27459","566","Human","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/Arizona/32/2015(H1N1))","","","","","","c"
"ANE27470","566","Human","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/Arizona/35/2015(H1N1))","","","","","","c"
"ANE28295","566","Human","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/Pennsylvania/55/2015(H1N1))","","","","","","c"
"ANM86995","566","Human","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/Minnesota/59/2015(H1N1))","","","","","","c"
"ANM90172","566","Human","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/Pennsylvania/55/2015(H1N1))","","","","","","c"
"AMD42481","566","Swine","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/swine/North Carolina/A01728624/2015(H1N1))","","","","","","c"
"ANE27316","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/Idaho/43/2015(H1N1))","","","","","","c"
"ANE28262","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/Idaho/43/2015(H1N1))","","","","","","c"
"ANE27800","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/Hawaii/82/2015(H1N1))","","","","","","c"
"ANE28649","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/Montana/40/2015(H1N1))","","","","","","c"
"ANE28799","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/Pennsylvania/53/2015(H1N1))","","","","","","c"
"ANE29464","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/California/132/2015(H1N1))","","","","","","c"
"ANM90051","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/New York/72/2015(H1N1))","","","","","","c"
"ANM90062","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/New York/72/2015(H1N1))","","","","","","c"
"ANM90095","566","Human","HA","H1N1","USA","N","2015/12/30","Influenza A virus (A/New Jersey/54/2015(H1N1))","","","","","","c"
"ANE27178","566","Human","HA","H1N1","USA","N","2015/12/31","Influenza A virus (A/Nebraska/20/2015(H1N1))","","","","","","c"
"ANE27371","566","Human","HA","H1N1","USA","N","2015/12/31","Influenza A virus (A/Arizona/31/2015(H1N1))","","","","","","c"
"ANE27723","566","Human","HA","H1N1","USA","N","2015/12/31","Influenza A virus (A/Montana/41/2015(H1N1))","","","","","","c"
"ANE27811","566","Human","HA","H1N1","USA","N","2015/12/31","Influenza A virus (A/Hawaii/83/2015(H1N1))","","","","","","c"
"ANE29608","566","Human","HA","H1N1","USA","N","2015/12/31","Influenza A virus (A/Texas/78/2015(H1N1))","","","","","","c"
"ANE29520","566","Human","HA","H1N1","USA","N","2016","Influenza A virus (A/California/15/2016(H1N1))","","","","","","c"
"ANM90568","566","Human","HA","H1N1","USA","N","2016","Influenza A virus (A/Georgia/10/2016(H1N1))","","","","","","c"
"ANM90744","566","Human","HA","H1N1","USA","N","2016","Influenza A virus (A/Missouri/06/2016(H1N1))","","","","","","c"
"ANM93758","566","Human","HA","H1N1","USA","N","2016","Influenza A virus (A/Idaho/18/2016(H1N1))","","","","","","c"
"ANM87105","566","Human","HA","H1N1","USA","N","2016/01/01","Influenza A virus (A/Texas/10/2016(H1N1))","","","","","","c"
"ANM87237","566","Human","HA","H1N1","USA","N","2016/01/01","Influenza A virus (A/California/06/2016(H1N1))","","","","","","c"
"ANE27745","566","Human","HA","H1N1","USA","N","2016/01/02","Influenza A virus (A/Montana/02/2016(H1N1))","","","","","","c"
"ANE28242","566","Human","HA","H1N1","USA","N","2016/01/02","Influenza A virus (A/Colorado/01/2016(H1N1))","","","","","","c"
"ANE29041","566","Human","HA","H1N1","USA","N","2016/01/02","Influenza A virus (A/Utah/02/2016(H1N1))","","","","","","c"
"ANM90084","566","Human","HA","H1N1","USA","N","2016/01/02","Influenza A virus (A/New Jersey/01/2016(H1N1))","","","","","","c"
"ANE27541","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/California/01/2016(H1N1))","","","","","","c"
"ANE27701","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/North Dakota/01/2016(H1N1))","","","","","","c"
"ANE28383","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/Connecticut/01/2016(H1N1))","","","","","","c"
"ANE28427","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/North Dakota/01/2016(H1N1))","","","","","","c"
"ANE29030","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/Virginia/02/2016(H1N1))","","","","","","c"
"ANE29130","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/Michigan/22/2016(H1N1))","","","","","","c"
"ANE29337","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/Virginia/03/2016(H1N1))","","","","","","c"
"ANM87039","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/Washington/07/2016(H1N1))","","","","","","c"
"AMH93653","566","Swine","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/swine/Indiana/A01729046/2016(H1N1))","","","","","","c"
"ANE27228","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/New York/01/2016(H1N1))","","","","","","c"
"ANE27712","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Utah/01/2016(H1N1))","","","","","","c"
"ANE27734","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Montana/01/2016(H1N1))","","","","","","c"
"ANE27965","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Pennsylvania/06/2016(H1N1))","","","","","","c"
"ANE28372","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Washington/01/2016(H1N1))","","","","","","c"
"ANE28449","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Nevada/02/2016(H1N1))","","","","","","c"
"ANE29306","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Texas/02/2016(H1N1))","","","","","","c"
"ANE29642","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/California/18/2016(H1N1))","","","","","","c"
"ANE29651","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/California/27/2016(H1N1))","","","","","","c"
"ANE29487","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Washington/15/2016(H1N1))","","","","","","c"
"ANM87028","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Washington/06/2016(H1N1))","","","","","","c"
"ANM87204","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Idaho/01/2016(H1N1))","","","","","","c"
"ANM87248","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/California/08/2016(H1N1))","","","","","","c"
"ANM87709","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Michigan/23/2016(H1N1))","","","","","","c"
"ANM87720","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Michigan/23/2016(H1N1))","","","","","","c"
"ANM89974","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Washington/01/2016(H1N1))","","","","","","c"
"ANM90073","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Georgia/01/2016(H1N1))","","","","","","c"
"ANM90139","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Texas/02/2016(H1N1))","","","","","","c"
"AMD42453","566","Swine","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/swine/Indiana/A01728945/2016(H1N1))","","","","","","c"
"ANE27690","566","Human","HA","H1N1","USA","N","2016/01/06","Influenza A virus (A/Pennsylvania/01/2016(H1N1))","","","","","","c"
"ANE28405","566","Human","HA","H1N1","USA","N","2016/01/06","Influenza A virus (A/Indiana/01/2016(H1N1))","","","","","","c"
"ANE28471","566","Human","HA","H1N1","USA","N","2016/01/06","Influenza A virus (A/New Hampshire/02/2016(H1N1))","","","","","","c"
"ANE28964","566","Human","HA","H1N1","USA","N","2016/01/06","Influenza A virus (A/Pennsylvania/07/2016(H1N1))","","","","","","c"
"ANM87006","566","Human","HA","H1N1","USA","N","2016/01/06","Influenza A virus (A/Minnesota/01/2016(H1N1))","","","","","","c"
"ANM87050","566","Human","HA","H1N1","USA","N","2016/01/06","Influenza A virus (A/Alaska/01/2016(H1N1))","","","","","","c"
"ANM90183","566","Human","HA","H1N1","USA","N","2016/01/06","Influenza A virus (A/Pennsylvania/01/2016(H1N1))","","","","","","c"
"APF45832","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Washington/4921/2016(H1N1))","","","","","","c"
"AMH93613","566","Swine","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/swine/Iowa/A01729194/2016(H1N1))","","","","","","c"
"ANE27602","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Washington/03/2016(H1N1))","","","","","","c"
"ANE27943","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Florida/02/2016(H1N1))","","","","","","c"
"ANE28164","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Wisconsin/09/2016(H1N1))","","","","","","c"
"ANE28229","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Nebraska/01/2016(H1N1))","","","","","","c"
"ANE28416","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Indiana/02/2016(H1N1))","","","","","","c"
"ANE28725","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Virginia/01/2016(H1N1))","","","","","","c"
"ANE29185","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Alaska/02/2016(H1N1))","","","","","","c"
"ANE29453","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/California/19/2016(H1N1))","","","","","","c"
"ANM87017","566","Human","HA","H1N1","USA","N","2016/01/07","Influenza A virus (A/Washington/03/2016(H1N1))","","","","","","c"
"ANE27189","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Wisconsin/01/2016(H1N1))","","","","","","c"
"ANE27778","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Montana/04/2016(H1N1))","","","","","","c"
"ANE28175","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Wisconsin/10/2016(H1N1))","","","","","","c"
"ANE28680","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Georgia/02/2016(H1N1))","","","","","","c"
"ANE28818","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Florida/05/2016(H1N1))","","","","","","c"
"ANE28781","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Kentucky/01/2016(H1N1))","","","","","","c"
"ANE29290","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/California/07/2016(H1N1))","","","","","","c"
"ANE29597","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/California/26/2016(H1N1))","","","","","","c"
"ANM87072","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Kentucky/01/2016(H1N1))","","","","","","c"
"ANM87094","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Florida/05/2016(H1N1))","","","","","","c"
"ANM87336","566","Human","HA","H1N1","USA","N","2016/01/08","Influenza A virus (A/Connecticut/02/2016(H1N1))","","","","","","c"
"ANE27767","566","Human","HA","H1N1","USA","N","2016/01/09","Influenza A virus (A/Montana/03/2016(H1N1))","","","","","","c"
"ANE28493","566","Human","HA","H1N1","USA","N","2016/01/09","Influenza A virus (A/Arkansas/01/2016(H1N1))","","","","","","c"
"ANM87182","566","Human","HA","H1N1","USA","N","2016/01/09","Influenza A virus (A/Utah/04/2016(H1N1))","","","","","","c"
"ANM87193","566","Human","HA","H1N1","USA","N","2016/01/09","Influenza A virus (A/Utah/05/2016(H1N1))","","","","","","c"
"ANE27756","566","Human","HA","H1N1","USA","N","2016/01/10","Influenza A virus (A/Montana/07/2016(H1N1))","","","","","","c"
